year,month,day,hour,u_wind,v_wind,wind_speed
2023,1,11,21,-0.91715527,0.4215908,1.0094120013678125
2023,1,11,22,-0.96149635,0.40008867,1.0414154690983173
2023,1,11,23,-0.9339781,0.4225117,1.0251005751956472
2023,1,12,0,-0.9554777,0.43861294,1.0513415107837354
2023,1,12,1,-0.9826832,0.39643574,1.0596355646039495
2023,1,12,2,-0.98538876,0.364089,1.0505007419413122
2023,1,12,3,-1.0052261,0.4005369,1.0820856653205198
2023,1,12,4,-0.9826174,0.46748787,1.0881552380731745
2023,1,12,5,-0.8238497,0.479519,0.9532401442260963
2023,1,12,6,-0.38907182,0.5741899,0.6935927664115693
2023,1,12,7,0.8735433,0.23219466,0.9038762618116651
2023,1,12,8,1.2128396,-0.018270135,1.2129772056654937
2023,1,12,9,1.2029402,-0.17600006,1.2157471805497235
2023,1,12,10,1.1604857,-0.44773084,1.243860951855342
2023,1,12,11,1.0806773,-0.4953161,1.1887814732094695
2023,1,12,12,0.9906667,-0.7121086,1.2200488355268189
2023,1,12,13,0.29244173,-0.5374527,0.6118640088054014
2023,1,12,14,-0.95244026,0.036326647,0.9531327702075361
2023,1,12,15,-1.3606691,0.49379796,1.4475002317841987
2023,1,12,16,-1.4687567,0.6153609,1.592455722774001
2023,1,12,17,-1.4476194,0.7777408,1.6433145630897612
2023,1,12,18,-1.2256184,0.75728434,1.4407011997073134
2023,1,12,19,-1.0683975,0.8047312,1.3375595513641467
2023,1,12,20,-1.160286,0.85648173,1.442159644601813
2023,1,12,21,-1.2834024,0.80361366,1.514238009506422
2023,1,12,22,-1.179841,0.80992055,1.4310821708377262
2023,1,12,23,-1.5081673,0.6949107,1.6605629746663992
2023,1,13,0,-1.6009159,0.5889387,1.7058078891976731
2023,1,13,1,-1.7945423,0.57160187,1.8833774998447363
2023,1,13,2,-1.8151035,0.53024673,1.8909686479159455
2023,1,13,3,-1.672905,0.44804573,1.7318648935570593
2023,1,13,4,-1.6166391,0.42638874,1.671923879309624
2023,1,13,5,-1.3497057,0.40217966,1.4083514986472694
2023,1,13,6,-0.80615234,0.40645146,0.9028202443880813
2023,1,13,7,0.5636255,0.107290864,0.5737465033440294
2023,1,13,8,0.81800485,-0.25133264,0.855745303972949
2023,1,13,9,0.6663841,-0.53564185,0.8549736606440035
2023,1,13,10,0.5110977,-0.85243356,0.993913410161495
2023,1,13,11,0.08103329,-1.5597267,1.5618302787931593
2023,1,13,12,-0.32438928,-1.6832914,1.7142632412252186
2023,1,13,13,-1.3926029,-0.9777033,1.7015424134852755
2023,1,13,14,-1.6476688,-0.2086066,1.6608218794465555
2023,1,13,15,-1.7120953,0.089447856,1.7144302553244364
2023,1,13,16,-1.7830343,0.41757923,1.831279284882159
2023,1,13,17,-1.2944002,0.46698856,1.3760633108445608
2023,1,13,18,-1.2762871,0.57415485,1.399486514341741
2023,1,13,19,-1.3562765,0.6721811,1.5137085083314652
2023,1,13,20,-1.3793097,0.7252588,1.5583630798737025
2023,1,13,21,-1.2788677,0.6784735,1.4476977938290094
2023,1,13,22,-1.4676828,0.67396927,1.6150317301949055
2023,1,13,23,-1.342185,0.6140709,1.4759890548115768
2023,1,14,0,-1.3506145,0.5917454,1.474558322770086
2023,1,14,1,-1.3303585,0.588171,1.454578593237252
2023,1,14,2,-1.3234653,0.6305933,1.4660178836948357
2023,1,14,3,-1.2326612,0.6095848,1.3751535874406837
2023,1,14,4,-1.0850477,0.59377575,1.2368905364119447
2023,1,14,5,-0.8665695,0.62566185,1.068829023674617
2023,1,14,6,-0.1746645,0.5925491,0.6177557005071279
2023,1,14,7,0.725404,0.1619661,0.7432657774129456
2023,1,14,8,0.8976221,-0.17594945,0.9147041379956451
2023,1,14,9,0.7622964,-0.48304218,0.9024552714815495
2023,1,14,10,0.68405634,-0.8595278,1.0985086084090603
2023,1,14,11,0.41490263,-1.3370066,1.3999038379777848
2023,1,14,12,0.24025989,-1.4001474,1.4206117207016524
2023,1,14,13,-1.0251665,-0.5267338,1.1525688217822199
2023,1,14,14,-1.3747683,0.025946021,1.375013075156996
2023,1,14,15,-1.3918772,0.321204,1.428458638692425
2023,1,14,16,-1.4267502,0.44898129,1.495727341248143
2023,1,14,17,-1.4412956,0.5512781,1.5431269016034608
2023,1,14,18,-1.1899805,0.47105694,1.2798235213474465
2023,1,14,19,-1.1530199,0.52487564,1.266865951832438
2023,1,14,20,-1.1275225,0.5497141,1.2543892921069357
2023,1,14,21,-1.116149,0.5119028,1.227938500750117
2023,1,14,22,-1.2357254,0.50069904,1.3333104676480307
2023,1,14,23,-1.197216,0.5266409,1.3079284617551756
2023,1,15,0,-1.1236172,0.51293373,1.235158517047129
2023,1,15,1,-1.1685705,0.5047741,1.2729312402052286
2023,1,15,2,-1.2155209,0.50477123,1.3161629668690347
2023,1,15,3,-1.1512899,0.4710722,1.2439363088273019
2023,1,15,4,-1.0362625,0.43481636,1.1237905772612458
2023,1,15,5,-0.9405565,0.40575796,1.0243466717956626
2023,1,15,6,-0.69276714,-0.02637726,0.693269121371587
2023,1,15,7,0.28827894,-0.8929097,0.9382923255243408
2023,1,15,8,0.393022,-0.84451896,0.9314926548809888
2023,1,15,9,0.2984907,-0.92015296,0.9673562806435118
2023,1,15,10,-0.36236626,-1.1173029,1.174595702357631
2023,1,15,11,-0.6706686,-1.4325867,1.5818030662926177
2023,1,15,12,-1.2727537,-1.616641,2.0575301425488175
2023,1,15,13,-2.4482584,-0.46355724,2.491757313794999
2023,1,15,14,-1.9472485,0.1340828,1.9518593074910067
2023,1,15,15,-1.5569973,0.49535847,1.6338973653899287
2023,1,15,16,-1.3426466,0.6279497,1.4822350466286842
2023,1,15,17,-1.3702354,0.79341793,1.5833689343206128
2023,1,15,18,-1.4444847,0.9174175,1.7111957798243276
2023,1,15,19,-1.4732552,0.9102354,1.7317647794870301
2023,1,15,20,-1.4345255,0.80638313,1.6456357853388326
2023,1,15,21,-1.3956509,0.7123699,1.5669435964463228
2023,1,15,22,-1.5988474,0.76441574,1.772186333052266
2023,1,15,23,-1.3350086,0.6277714,1.475244020902478
2023,1,16,0,-1.3955507,0.69562817,1.5593140734295936
2023,1,16,1,-1.4484434,0.7164211,1.6159355035698326
2023,1,16,2,-1.4980478,0.7274084,1.6653138715126234
2023,1,16,3,-1.4335899,0.72125626,1.6048023833387581
2023,1,16,4,-1.3332081,0.7517977,1.5305696786803693
2023,1,16,5,-1.1677151,0.6761589,1.3493514574424232
2023,1,16,6,-1.3385935,0.5981834,1.466170482886036
2023,1,16,7,-0.15364742,-0.011084199,0.15404671368313055
2023,1,16,8,0.5032635,-0.49306345,0.7045464422999854
2023,1,16,9,0.6352806,-0.7762089,1.0030362276338916
2023,1,16,10,0.41862786,-0.7615013,0.8689841955965815
2023,1,16,11,0.50495696,-0.8744736,1.009794810778056
2023,1,16,12,-0.39034557,-0.8210665,0.9091313777847668
2023,1,16,13,-1.7660227,-0.080379486,1.7678509484095315
2023,1,16,14,-2.0948248,0.37851048,2.128746364554218
2023,1,16,15,-1.4720879,0.43809605,1.535894141465746
2023,1,16,16,-1.5031996,0.61723614,1.6249890518369732
2023,1,16,17,-1.3714647,0.64071655,1.5137480651306066
2023,1,16,18,-1.3977766,0.6608639,1.5461308149384885
2023,1,16,19,-1.3932114,0.6246252,1.5268249915495506
2023,1,16,20,-1.4669905,0.63849735,1.599918720106849
2023,1,16,21,-1.453332,0.6483555,1.5913951686380643
2023,1,16,22,-1.6821461,0.7231684,1.831007346984957
2023,1,16,23,-1.3223629,0.60065174,1.4523863648200017
2023,1,17,0,-1.3812828,0.6678295,1.534255014792103
